"community_ID";"community_long_ID";"community_name";"electoral_district";"population";"eligible_voters_2011";"voters_2011";"turnout_2011";"green_percent_2011";"proportion_male";"proportion_female";"proportion_german";"proportion_under18";"proportion_18to64";"proportion_over65"
8127101;"08127101 Kreßberg";"Kreßberg";"Schwaebisch Hall";"3736";2970;1820;0,612794612794613;0,202014549524342;0,505888650963597;0,494111349036403;0,976980728051392;0,186027837259101;0,640524625267666;0,173447537473233
8127102;"08127102 Fichtenau";"Fichtenau";"Schwaebisch Hall";"4498";3482;1870;0,537047673750718;0,154975530179445;0,502223210315696;0,497776789684304;0,981102712316585;0,207203201422855;0,628723877278791;0,164072921298355
8127103;"08127103 Frankenhardt";"Frankenhardt";"Schwaebisch Hall";"4751";3692;2398;0,649512459371614;0,198808003405705;0,509576931172385;0,490423068827615;0,985266259734793;0,210061039781099;0,628288781309198;0,161650178909703
8127104;"08127104 Stimpfach";"Stimpfach";"Schwaebisch Hall";"2912";2277;1456;0,639437856829161;0,141052631578947;0,504807692307692;0,495192307692308;0,96668956043956;0,196428571428571;0,64114010989011;0,162431318681319
8128006;"08128006 Assamstadt";"Assamstadt";"Main-Tauber";"2092";1634;1228;0,751529987760098;0,137448559670782;0,499043977055449;0,500956022944551;0,98565965583174;0,204588910133843;0,6434034416826;0,152007648183556
8128007;"08128007 Bad Mergentheim, Stadt";"Bad Mergentheim, Stadt";"Main-Tauber";"22042";17141;11666;0,68059039729304;0,189024919683945;0,475229108066419;0,524816259867526;0,932583250158788;0,166727157245259;0,604391616005807;0,228926594682878
8128014;"08128014 Boxberg, Stadt";"Boxberg, Stadt";"Main-Tauber";"6728";5456;3421;0,627016129032258;0,198031613480465;0,495986920332937;0,504013079667063;0,976070154577883;0,177764565992866;0,632728894173603;0,189506539833531
8128020;"08128020 Creglingen, Stadt";"Creglingen, Stadt";"Main-Tauber";"4759";3743;2562;0,684477691691157;0,215971675845791;0,503887371296491;0,496112628703509;0,982559361210338;0,199411641101072;0,584996848077327;0,215591510821601
8128039;"08128039 Freudenberg, Stadt";"Freudenberg, Stadt";"Main-Tauber";"3795";2988;1901;0,636211512717537;0,170418006430868;0,495915678524374;0,504084321475626;0,936495388669302;0,165217391304348;0,601844532279315;0,232938076416337
8128045;"08128045 Großrinderfeld";"Großrinderfeld";"Main-Tauber";"4004";3233;2005;0,620167027528611;0,163378856853819;0,501998001998002;0,498251748251748;0,984265734265734;0,189310689310689;0,669330669330669;0,141608391608392
8128047;"08128047 Grünsfeld, Stadt";"Grünsfeld, Stadt";"Main-Tauber";"3673";2966;2039;0,68745785569791;0,170658682634731;0,50830383882385;0,491423904165532;0,979580724203648;0,176967056901715;0,634631091750613;0,188129594337054
8128058;"08128058 Igersheim";"Igersheim";"Main-Tauber";"5599";4486;3004;0,669638876504681;0,188278881778377;0,491159135559921;0,508840864440079;0,974816931594928;0,17860332202179;0,627612073584569;0,193784604393642
8128061;"08128061 Königheim";"Königheim";"Main-Tauber";"3094";2537;1837;0,724083563263697;0,13979086406164;0,493535875888817;0,506464124111183;0,98093083387201;0,177117000646412;0,604718810601164;0,218164188752424
8128064;"08128064 Külsheim, Stadt";"Külsheim, Stadt";"Main-Tauber";"5353";4257;2937;0,689922480620155;0,158691910499139;0,511675695871474;0,488324304128526;0,963945451148889;0,174107976835419;0,629740332523818;0,196151690640762
8128082;"08128082 Niederstetten, Stadt";"Niederstetten, Stadt";"Main-Tauber";"4936";3961;2573;0,649583438525625;0,173930269413629;0,511547811993517;0,488654781199352;0,982374392220421;0,184157212317666;0,628241491085899;0,187803889789303
8128115;"08128115 Tauberbischofsheim, Stadt";"Tauberbischofsheim, Stadt";"Main-Tauber";"12815";10222;6648;0,65036196439053;0,190323565323565;0,486305111197815;0,513538821693328;0,956223175965665;0,169098712446352;0,624970737417089;0,205774483027702
8128126;"08128126 Weikersheim, Stadt";"Weikersheim, Stadt";"Main-Tauber";"7351";5891;3939;0,668647088779494;0,219118400820092;0,49653108420623;0,50346891579377;0,977826146102571;0,182968303632159;0,603047204461978;0,213984491905863
8128128;"08128128 Werbach";"Werbach";"Main-Tauber";"3398";2760;1886;0,683333333333333;0,181769436997319;0,498528546203649;0,501765744555621;0,976456739258387;0,169511477339612;0,631842260153031;0,198940553266627
8128131;"08128131 Wertheim, Stadt";"Wertheim, Stadt";"Main-Tauber";"22570";17638;10879;0,616793287220773;0,190712945590994;0,486929552503323;0,513070447496677;0,942755870624723;0,17159946832078;0,613159060700044;0,215241470979176
8128137;"08128137 Wittighausen";"Wittighausen";"Main-Tauber";"1666";1349;929;0,688658265381764;0,173580786026201;0,502400960384154;0,498199279711885;0,97719087635054;0,182472989195678;0,63265306122449;0,18547418967587
8128138;"08128138 Ahorn";"Ahorn";"Main-Tauber";"2214";1820;1308;0,718681318681319;0,172868217054264;0,511743450767841;0,48780487804878;0,981481481481482;0,173893405600723;0,629177958446251;0,196476964769648
8128139;"08128139 Lauda-Königshofen, Stadt";"Lauda-Königshofen, Stadt";"Main-Tauber";"14535";11467;7253;0,632510682828987;0,171584393791078;0,492879256965944;0,507120743034056;0,951702786377709;0,170485036119711;0,614860681114551;0,214654282765738
8135010;"08135010 Dischingen";"Dischingen";"Heidenheim";"4376";3426;2497;0,728838295388208;0,102272727272727;0,515539305301645;0,484460694698355;0,964579524680073;0,187614259597806;0,619972577696526;0,192413162705667
8135015;"08135015 Gerstetten";"Gerstetten";"Heidenheim";"11607";8817;5812;0,659181127367585;0,175753353074377;0,491255276988024;0,508744723011975;0,956319462393383;0,192986990609115;0,60687516154045;0,200137847850435
8135016;"08135016 Giengen an der Brenz, Stadt";"Giengen an der Brenz, Stadt";"Heidenheim";"18930";13395;7698;0,574692049272116;0,168684210526316;0,493766508188061;0,506233491811939;0,871051241415742;0,180559957739039;0,602482831484416;0,216957210776545
8135019;"08135019 Heidenheim an der Brenz, Stadt";"Heidenheim an der Brenz, Stadt";"Heidenheim";"46085";33676;19930;0,591816130181732;0,196497658318061;0,483910165997613;0,516089834002387;0,882673321037214;0,172420527286536;0,60240859281762;0,225170879895845
8135020;"08135020 Herbrechtingen, Stadt";"Herbrechtingen, Stadt";"Heidenheim";"12810";9783;6303;0,644280895430849;0,194538697689449;0,488056206088993;0,511943793911007;0,928337236533958;0,179469164715066;0,602498048399688;0,218032786885246
8135021;"08135021 Hermaringen";"Hermaringen";"Heidenheim";"2266";1743;1242;0,712564543889845;0,20211038961039;0,507502206531333;0,492497793468667;0,943954104148279;0,184466019417476;0,618711385701677;0,196822594880847
8135025;"08135025 Königsbronn";"Königsbronn";"Heidenheim";"7050";5586;3787;0,677944862155389;0,18363539445629;0,491914893617021;0,508085106382979;0,95177304964539;0,162978723404255;0,597163120567376;0,239858156028369
8135026;"08135026 Nattheim";"Nattheim";"Heidenheim";"6167";4848;3182;0,656353135313531;0,195493494128848;0,497162315550511;0,502999837846603;0,964812712826334;0,183557645532674;0,613750608075239;0,202853899789201
8135027;"08135027 Niederstotzingen, Stadt";"Niederstotzingen, Stadt";"Heidenheim";"4526";3530;2282;0,646458923512748;0,151757899421451;0,496243923994697;0,503756076005303;0,948077772867875;0,174988952717631;0,636765355722492;0,188245691559876
8135031;"08135031 Sontheim an der Brenz";"Sontheim an der Brenz";"Heidenheim";"5462";4058;2853;0,70305569245934;0,166194188518781;0,503661662394727;0,496338337605273;0,919077261076529;0,185829366532406;0,623398022702307;0,190772610765287
8135032;"08135032 Steinheim am Albuch";"Steinheim am Albuch";"Heidenheim";"8537";6721;4554;0,677577741407529;0,174490699734278;0,494318847370271;0,505681152629729;0,965678809886377;0,186599508023896;0,598219515052126;0,215180976923978
8136002;"08136002 Abtsgmünd";"Abtsgmünd";"Schwaebisch Gmuend";"7306";5755;3792;0,658905299739357;0,181476510067114;0,494388174103477;0,505611825896523;0,976868327402135;0,195182042157131;0,625376402956474;0,179441554886395
8136003;"08136003 Adelmannsfelden";"Adelmannsfelden";"Aalen";"1793";1377;971;0,705156136528686;0,190126050420168;0,49191299498048;0,507529280535415;0,986056887897379;0,219743446737312;0,608477412158394;0,17122141662019
8136007;"08136007 Bartholomä";"Bartholomä";"Schwaebisch Gmuend";"2050";1656;1158;0,699275362318841;0,167838312829525;0,486341463414634;0,513170731707317;0,980487804878049;0,181463414634146;0,634634146341463;0,183414634146341
8136009;"08136009 Böbingen an der Rems";"Böbingen an der Rems";"Schwaebisch Gmuend";"4566";3477;2395;0,688812194420477;0,192633361558002;0,499780989925537;0,500219010074463;0,964301357862462;0,205431449846693;0,615418309242225;0,179150240911082
8136010;"08136010 Bopfingen, Stadt";"Bopfingen, Stadt";"Aalen";"11944";9089;4964;0,546154692485422;0,143003903842203;0,489283322170127;0,510716677829873;0,933523107836571;0,191895512391159;0,616041527126591;0,19206296048225
8136015;"08136015 Durlangen";"Durlangen";"Schwaebisch Gmuend";"2880";2035;1515;0,744471744471744;0,166666666666667;0,507986111111111;0,491666666666667;0,946527777777778;0,19375;0,627777777777778;0,178125
8136018;"08136018 Ellenberg";"Ellenberg";"Aalen";"1657";1324;912;0,688821752265861;0,147191011235955;0,502112251056126;0,498491249245625;0,978877489438745;0,191309595654798;0,648159324079662;0,16113458056729
8136019;"08136019 Ellwangen (Jagst), Stadt";"Ellwangen (Jagst), Stadt";"Aalen";"23678";18113;11893;0,656600231877657;0,188695355191257;0,486823211419883;0,513134555283385;0,95160064194611;0,194779964524031;0,609299771940198;0,19587803023904
8136020;"08136020 Eschach";"Eschach";"Schwaebisch Gmuend";"1763";1386;904;0,652236652236652;0,185810810810811;0,501985252410664;0,498581962563812;0,989790130459444;0,209869540555871;0,631310266591038;0,159387407827567
8136021;"08136021 Essingen";"Essingen";"Schwaebisch Gmuend";"6372";4921;3266;0,663686242633611;0,181933438985737;0,50172630257376;0,49827369742624;0,964689265536723;0,193032015065913;0,626647834274953;0,180320150659134
8136024;"08136024 Göggingen";"Göggingen";"Schwaebisch Gmuend";"2437";1872;1206;0,644230769230769;0,16890756302521;0,496512105047189;0,503487894952811;0,963890028723841;0,203528929011079;0,663931062782109;0,132540008206812
8136027;"08136027 Gschwend";"Gschwend";"Schwaebisch Gmuend";"4909";3844;2529;0,657908428720083;0,213968510294711;0,501935221022612;0,498064778977388;0,965573436545121;0,186799755551029;0,618659604807496;0,194540639641475
8136028;"08136028 Heubach, Stadt";"Heubach, Stadt";"Schwaebisch Gmuend";"9666";7137;4629;0,648591845313157;0,16703056768559;0,492551210428305;0,507552244982413;0,897992965032071;0,186219739292365;0,618146079039934;0,195737637078419
8136029;"08136029 Heuchlingen";"Heuchlingen";"Schwaebisch Gmuend";"1857";1470;1005;0,683673469387755;0,145621181262729;0,506731287022079;0,493268712977921;0,975767366720517;0,183629509962305;0,619278406031233;0,197092084006462
8136033;"08136033 Hüttlingen";"Hüttlingen";"Aalen";"5890";4551;3143;0,690617446715008;0,191873589164786;0,498132427843803;0,50169779286927;0,968081494057725;0,201188455008489;0,611714770797963;0,186926994906621
8136034;"08136034 Iggingen";"Iggingen";"Schwaebisch Gmuend";"2538";1982;1399;0,705852674066599;0,134938001458789;0,496847911741529;0,503152088258471;0,965721040189125;0,20133963750985;0,626871552403467;0,171788810086682
8136035;"08136035 Jagstzell";"Jagstzell";"Aalen";"2348";1808;1282;0,709070796460177;0,175396825396825;0,502981260647359;0,496592844974446;0,97572402044293;0,20954003407155;0,629471890971039;0,160562180579216
8136037;"08136037 Kirchheim am Ries";"Kirchheim am Ries";"Aalen";"1889";1430;970;0,678321678321678;0,166666666666667;0,500264690312335;0,499205929062996;0,978295394388565;0,222339862361038;0,613022763366861;0,164107993647433
8136038;"08136038 Lauchheim, Stadt";"Lauchheim, Stadt";"Aalen";"4680";3625;2391;0,659586206896552;0,185279187817259;0,498504273504274;0,501495726495726;0,972008547008547;0,201495726495726;0,647435897435897;0,151068376068376
8136040;"08136040 Leinzell";"Leinzell";"Schwaebisch Gmuend";"2067";1600;1041;0,650625;0,1845703125;0,491049830672472;0,508466376390905;0,920174165457184;0,159651669085631;0,639090469279149;0,200774068698597
8136042;"08136042 Lorch, Stadt";"Lorch, Stadt";"Schwaebisch Gmuend";"10597";7918;5642;0,712553675170498;0,203869580795414;0,497688024912711;0,502311975087289;0,906860432197792;0,177314334245541;0,627441728791167;0,195243936963292
8136043;"08136043 Mögglingen";"Mögglingen";"Schwaebisch Gmuend";"4171";3185;2156;0,676923076923077;0,184433962264151;0,49029009829777;0,50970990170223;0,95109086549988;0,196116039319108;0,631023735315272;0,17286022536562
8136044;"08136044 Mutlangen";"Mutlangen";"Schwaebisch Gmuend";"6522";4778;3232;0,67643365424864;0,206528562460766;0,486967187979148;0,513339466421343;0,925789635081263;0,208831646734131;0,615455381784729;0,176019625881631
8136045;"08136045 Neresheim, Stadt";"Neresheim, Stadt";"Aalen";"7874";6100;4049;0,663770491803279;0,135919899874844;0,502286004572009;0,497713995427991;0,957200914401829;0,190881381762764;0,63258826517653;0,176530353060706
8136046;"08136046 Neuler";"Neuler";"Aalen";"3116";2440;1823;0,747131147540984;0,1703081232493;0,505134788189987;0,495186136071887;0,983311938382542;0,204749679075738;0,650834403080873;0,144736842105263
8136049;"08136049 Obergröningen";"Obergröningen";"Schwaebisch Gmuend";"463";343;217;0,63265306122449;0,2018779342723;0,539956803455723;0,460043196544276;0,980561555075594;0,239740820734341;0,600431965442765;0,159827213822894
8136050;"08136050 Oberkochen, Stadt";"Oberkochen, Stadt";"Aalen";"7726";5905;3818;0,646570702794242;0,205952697315971;0,486150660108724;0,513849339891276;0,919363189231167;0,168651307274139;0,588402795754595;0,242945896971266
8136060;"08136060 Rosenberg";"Rosenberg";"Aalen";"2675";2060;1491;0,72378640776699;0,183923705722071;0,517383177570093;0,482616822429907;0,972336448598131;0,213084112149533;0,626168224299065;0,160747663551402
8136061;"08136061 Ruppertshofen";"Ruppertshofen";"Schwaebisch Gmuend";"1834";1399;867;0,619728377412437;0,192941176470588;0,513086150490731;0,486913849509269;0,976553980370774;0,212649945474373;0,646673936750273;0,140676117775354
8136062;"08136062 Schechingen";"Schechingen";"Schwaebisch Gmuend";"2364";1845;1166;0,631978319783198;0,143979057591623;0,479695431472081;0,520304568527919;0,973350253807107;0,196700507614213;0,654822335025381;0,148477157360406
8136065;"08136065 Schwäbisch Gmünd, Stadt";"Schwäbisch Gmünd, Stadt";"Schwaebisch Gmuend";"58105";41817;26557;0,635076643470359;0,196384301460773;0,48236812666724;0,51763187333276;0,875415196626796;0,177007142242492;0,613303502280355;0,209689355477153
8136066;"08136066 Spraitbach";"Spraitbach";"Schwaebisch Gmuend";"3312";2658;1715;0,645221971407073;0,171800947867299;0,492451690821256;0,507548309178744;0,971618357487923;0,176630434782609;0,622886473429952;0,20048309178744
8136068;"08136068 Stödtlen";"Stödtlen";"Aalen";"1923";1482;973;0,656545209176788;0,130616509926855;0,500780031201248;0,499219968798752;0,984919396775871;0,207488299531981;0,623504940197608;0,169006760270411
8136070;"08136070 Täferrot";"Täferrot";"Schwaebisch Gmuend";"1058";796;533;0,669597989949749;0,186538461538462;0,513232514177694;0,485822306238185;0,959357277882798;0,224952741020794;0,597353497164461;0,176748582230624
8136071;"08136071 Tannhausen";"Tannhausen";"Aalen";"1849";1438;915;0,636300417246175;0,109634551495017;0,486208761492699;0,513250405624662;0,989724175229854;0,202812330989724;0,594375338020552;0,202271498107085
8136075;"08136075 Unterschneidheim";"Unterschneidheim";"Aalen";"4506";3527;2483;0,703997731783385;0,120739219712526;0,519529516200621;0,480470483799379;0,988459831335996;0,213271193963604;0,628939192188193;0,157789613848202
8136079;"08136079 Waldstetten";"Waldstetten";"Schwaebisch Gmuend";"7082";5546;4135;0,745582401730977;0,189857912787849;0,491810223100819;0,508189776899181;0,971618186952838;0,194577802880542;0,606184693589382;0,199237503530076
8136082;"08136082 Westhausen";"Westhausen";"Aalen";"5850";4551;3114;0,684245220830587;0,159246018849529;0,495726495726496;0,504273504273504;0,973333333333333;0,201367521367521;0,617264957264957;0,181367521367521
8136084;"08136084 Wört";"Wört";"Aalen";"1355";1060;633;0,597169811320755;0,153970826580227;0,512915129151292;0,487084870848708;0,979335793357934;0,2;0,650184501845019;0,149815498154982
8136087;"08136087 Riesbürg";"Riesbürg";"Aalen";"2194";1736;1057;0,608870967741935;0,143815915627996;0,490884229717411;0,510027347310848;0,973564266180492;0,185050136736554;0,624430264357338;0,191431175934366
8136088;"08136088 Aalen, Stadt";"Aalen, Stadt";"Aalen";"66318";48106;31184;0,648235147382863;0,207901154283856;0,490847130492476;0,509167948369975;0,905214270635423;0,178563889140203;0,614146988751169;0,207304200971079
8136089;"08136089 Rainau";"Rainau";"Aalen";"3346";2513;1812;0,721050537206526;0,159865846841811;0,503586371787209;0,496413628212791;0,955768081291094;0,210101613867304;0,659892408846384;0,130005977286312
8211000;"08211000 Baden-Baden, Stadt";"Baden-Baden, Stadt";"Baden-Baden";"52314";39458;24968;0,632774088904658;0,264148642055619;0,465458577053944;0,53456053828803;0,877642696027832;0,146710249646366;0,587930573077952;0,265378292617655
8212000;"08212000 Karlsruhe, Stadt";"Karlsruhe, Stadt";"Karlsruhe I";"289173";202713;129257;0,637635474784548;0,302112626409005;0,495921126799528;0,504078873200472;0,859395586724902;0,147202539656192;0,663436766226446;0,189360694117362
8215007;"08215007 Bretten, Stadt";"Bretten, Stadt";"Bretten";"27509";19594;12953;0,661069715218945;0,22319886987914;0,492166200152677;0,507870151586753;0,872950670689593;0,186520775019085;0,625686139081755;0,187829437638591
8215009;"08215009 Bruchsal, Stadt";"Bruchsal, Stadt";"Bruchsal";"42124";30908;19545;0,632360553901902;0,199937519525148;0,489887000284873;0,510160478587029;0,890133890418764;0,173915107777039;0,638282214414585;0,187850156680277
8215017;"08215017 Ettlingen, Stadt";"Ettlingen, Stadt";"Ettlingen";"38650";29078;20228;0,695646192998143;0,224834569881692;0,482690815006468;0,517309184993532;0,905252263906856;0,153272962483829;0,601423027166882;0,245304010349289
8215021;"08215021 Forst";"Forst";"Bruchsal";"7704";5800;4001;0,689827586206897;0,177427554651754;0,49831256490135;0,50168743509865;0,920171339563863;0,175363447559709;0,644210799584631;0,180425752855659
8215025;"08215025 Gondelsheim";"Gondelsheim";"Bretten";"3361";2485;1679;0,675653923541248;0,191747572815534;0,501041356739066;0,498661112764058;0,91669146087474;0,184766438559952;0,656649806605177;0,158286224337995
8215029;"08215029 Hambrücken";"Hambrücken";"Bruchsal";"5489";4217;2995;0,710220535926014;0,150815217391304;0,50045545636728;0,49954454363272;0,952632537802878;0,189287666241574;0,660411732556021;0,150300601202405
8215039;"08215039 Kronau";"Kronau";"Bruchsal";"5529";4340;3032;0,698617511520737;0,147117962466488;0,494664496292277;0,505154639175258;0,944112859468258;0,170736118647133;0,663049376017363;0,166033640803039
8215040;"08215040 Kürnbach";"Kürnbach";"Bretten";"2247";1733;1191;0,687247547605309;0,219761499148211;0,495772140631954;0,503782821539831;0,924343569203382;0,163773920783267;0,611036938139742;0,224744103248776
8215046;"08215046 Malsch";"Malsch";"Ettlingen";"14197";10869;7174;0,660042322200754;0,236987661324635;0,49158272874551;0,50841727125449;0,928858209480876;0,179544974290343;0,632668873705712;0,187786152003944
8215047;"08215047 Marxzell";"Marxzell";"Ettlingen";"4974";4121;2816;0,683329289007522;0,199566160520607;0,501206272617612;0,49859268194612;0,964012866907921;0,157820667470848;0,626658624849216;0,215319662243667
8215059;"08215059 Oberderdingen";"Oberderdingen";"Bretten";"10321";6945;4633;0,667098632109431;0,218702206685602;0,492006588508865;0,507993411491135;0,860091076446081;0,198527274488906;0,62493944385234;0,176533281658754
8215064;"08215064 Östringen, Stadt";"Östringen, Stadt";"Bruchsal";"12507";9562;7091;0,741581259150805;0,158714141559752;0,501639082114016;0,498360917885984;0,917646118173823;0,179179659390741;0,641240905093148;0,179579435516111
8215066;"08215066 Philippsburg, Stadt";"Philippsburg, Stadt";"Bruchsal";"12212";8508;4917;0,577926657263752;0,153766125676238;0,50008188666885;0,5;0,848919095971176;0,18416311824435;0,641827710448739;0,174091057975762
8215082;"08215082 Sulzfeld";"Sulzfeld";"Bretten";"4592";3384;2304;0,680851063829787;0,184662847069193;0,499564459930314;0,500217770034843;0,898736933797909;0,18205574912892;0,618466898954704;0,199259581881533
8215084;"08215084 Ubstadt-Weiher";"Ubstadt-Weiher";"Bruchsal";"12766";9964;6974;0,699919710959454;0,180705333721947;0,496005013316622;0,503994986683378;0,942738524204919;0,173742754190819;0,645934513551621;0,180322732257559
8215089;"08215089 Walzbachtal";"Walzbachtal";"Bretten";"9159";7041;4895;0,695213748047152;0,204149377593361;0,488262910798122;0,511737089201878;0,938421225024566;0,180369035920952;0,632492630199804;0,187138333879244
8215090;"08215090 Weingarten (Baden)";"Weingarten (Baden)";"Bretten";"9874";7404;5160;0,696920583468395;0,246117554550816;0,486429005468908;0,513672270609682;0,933967996759166;0,191310512456958;0,610593477820539;0,198197285801094
8215094;"08215094 Zaisenhausen";"Zaisenhausen";"Bretten";"1664";1225;783;0,639183673469388;0,18668407310705;0,515024038461538;0,484975961538462;0,911057692307692;0,186298076923077;0,622596153846154;0,191105769230769
8215096;"08215096 Karlsbad";"Karlsbad";"Ettlingen";"15634";12141;8526;0,702248579194465;0,224761904761905;0,486183958040169;0,513816041959831;0,941601637456825;0,170781629781246;0,633427145963925;0,195791224254829
8215097;"08215097 Kraichtal, Stadt";"Kraichtal, Stadt";"Bretten";"14412";10937;7218;0,659961598244491;0,214547504933747;0,491396058839856;0,508603941160144;0,928739938939772;0,183319456008881;0,638426311407161;0,178254232583958
8215099;"08215099 Graben-Neudorf";"Graben-Neudorf";"Bretten";"11553";8833;5338;0,604324691497792;0,182877890311485;0,493378343287458;0,506621656712542;0,928849649441703;0,17519259066909;0,648143339392366;0,176664069938544
8215100;"08215100 Bad Schönborn";"Bad Schönborn";"Bruchsal";"12154";8804;5867;0,666401635620173;0,205522001725626;0,485766002961988;0,514233997038012;0,90003291097581;0,191130492019088;0,621935165377653;0,186934342603258
8215101;"08215101 Pfinztal";"Pfinztal";"Ettlingen";"17711";13522;9468;0,700192279248632;0,224160068478493;0,486533792558297;0,513466207441703;0,917339506521371;0,168031167071312;0,62492236463215;0,207046468296539
8215102;"08215102 Eggenstein-Leopoldshafen";"Eggenstein-Leopoldshafen";"Bretten";"15611";12173;8055;0,661710342561406;0,207677784770296;0,487028377426174;0,513099737364679;0,921849977579912;0,164115047082186;0,627121901223496;0,208891166485171
8215103;"08215103 Karlsdorf-Neuthard";"Karlsdorf-Neuthard";"Bruchsal";"9909";7483;5079;0,678738473874115;0,164826340092351;0,494600867897871;0,50529821374508;0,924613987284287;0,181451205974367;0,641134322333232;0,177313553335352
8215105;"08215105 Linkenheim-Hochstetten";"Linkenheim-Hochstetten";"Bretten";"11544";8840;5857;0,662556561085973;0,213667820069204;0,485446985446985;0,514553014553014;0,918745668745669;0,186243936243936;0,623613998613999;0,190142065142065
8215106;"08215106 Waghäusel, Stadt";"Waghäusel, Stadt";"Bruchsal";"20041";15621;9948;0,636835029767621;0,14537084398977;0,491143156529115;0,508856843470885;0,924454867521581;0,173294745771169;0,640387206227234;0,186318048001597
8215107;"08215107 Oberhausen-Rheinhausen";"Oberhausen-Rheinhausen";"Bruchsal";"9472";7553;4705;0,622931285581888;0,19982528936449;0,489970439189189;0,509818412162162;0,946896114864865;0,154244087837838;0,643686655405405;0,201858108108108
8215108;"08215108 Rheinstetten, Stadt";"Rheinstetten, Stadt";"Ettlingen";"19865";16190;10524;0,650030883261272;0,233426884738217;0,479536873898817;0,520463126101183;0,948049332997735;0,156758117291719;0,616259753335011;0,22698212937327
8215109;"08215109 Stutensee, Stadt";"Stutensee, Stadt";"Bretten";"23109";17336;11921;0,687644208583295;0,233030328774106;0,488078237915963;0,511921762084037;0,918949327101995;0,18832489506253;0,632913583452335;0,178761521485136
8215110;"08215110 Waldbronn";"Waldbronn";"Ettlingen";"11780";9484;7011;0,739245044285112;0,204347826086957;0,492190152801358;0,507809847198642;0,938539898132428;0,156366723259762;0,599745331069609;0,243887945670628
8215111;"08215111 Dettenheim";"Dettenheim";"Bretten";"6448";5223;3355;0,642351139192035;0,185308343409915;0,501085607940447;0,498914392059553;0,965415632754342;0,163306451612903;0,660359801488834;0,176333746898263
8216002;"08216002 Au am Rhein";"Au am Rhein";"Rastatt";"3287";2624;1706;0,65015243902439;0,200956937799043;0,491633708548829;0,508366291451171;0,98235473075753;0,19135990264679;0,624885914207484;0,183754183145726
8216005;"08216005 Bietigheim";"Bietigheim";"Rastatt";"6073";4691;3085;0,657642293753997;0,161036405378813;0,48098139305121;0,518853943685164;0,939403918985674;0,165815906471266;0,639716779186563;0,194302651078544
8216006;"08216006 Bischweier";"Bischweier";"Rastatt";"2998";2312;1584;0,685121107266436;0,200645161290323;0,486991327551701;0,512675116744496;0,935957304869913;0,178785857238159;0,628085390260174;0,192795196797865
8216007;"08216007 Bühl, Stadt";"Bühl, Stadt";"Baden-Baden";"28439";21357;13679;0,640492578545676;0,236412236412236;0,485002988853335;0,514997011146665;0,913182601357291;0,182777172193115;0,619536551918141;0,197686275888744
8216008;"08216008 Bühlertal";"Bühlertal";"Baden-Baden";"7983";6266;3949;0,630226619853176;0,214962849090443;0,497557309282225;0,502442690717775;0,939621696104221;0,163472378804961;0,624451960415884;0,212075660779156
8216009;"08216009 Durmersheim";"Durmersheim";"Rastatt";"11896";9125;5444;0,596602739726027;0,220610399397136;0,489156018829859;0,510843981170141;0,923167451244116;0,177202420981843;0,639794889038332;0,183002689979825
8216012;"08216012 Elchesheim-Illingen";"Elchesheim-Illingen";"Rastatt";"3232";2545;1731;0,680157170923379;0,177095631641086;0,502475247524752;0,497834158415842;0,964727722772277;0,186262376237624;0,633663366336634;0,180383663366337
8216013;"08216013 Forbach";"Forbach";"Rastatt";"4988";3850;2558;0,664415584415584;0,1568;0,493785084202085;0,506214915797915;0,924218123496391;0,167602245388933;0,602445870088212;0,229951884522855
8216015;"08216015 Gaggenau, Stadt";"Gaggenau, Stadt";"Rastatt";"28655";20986;13410;0,638997426855999;0,222753491196114;0,487070319316001;0,512964578607573;0,879043796894085;0,161158611062642;0,604187750828826;0,234688536032106
8216017;"08216017 Gernsbach, Stadt";"Gernsbach, Stadt";"Rastatt";"13738";10710;6720;0,627450980392157;0,231491294473883;0,490609986897656;0,509462803901587;0,924734313582763;0,158465569951958;0,611369922841753;0,230237298005532
8216022;"08216022 Hügelsheim";"Hügelsheim";"Baden-Baden";"4905";3440;1614;0,469186046511628;0,209258084971465;0,503363914373089;0,496636085626911;0,909072375127421;0,219979612640163;0,671355759429154;0,108664627930683
8216023;"08216023 Iffezheim";"Iffezheim";"Rastatt";"4739";3742;2463;0,65820416889364;0,206639004149378;0,494408102975311;0,505380882042625;0,947457269466132;0,171766195399873;0,648449039881832;0,179573749736231
8216024;"08216024 Kuppenheim, Stadt";"Kuppenheim, Stadt";"Rastatt";"7736";5803;3791;0,6532827847665;0,201832390191323;0,487461220268873;0,512538779731127;0,914167528438469;0,165072388831437;0,621509824198552;0,21341778697001
8216028;"08216028 Lichtenau, Stadt";"Lichtenau, Stadt";"Baden-Baden";"4964";3659;2264;0,618748291883028;0,260869565217391;0,498791297340854;0,501208702659146;0,91116035455278;0,189161966156326;0,647058823529412;0,163779210314263
8216029;"08216029 Loffenau";"Loffenau";"Rastatt";"2531";2009;1224;0,609258337481334;0,197478991596639;0,500197550375346;0,499802449624654;0,962070327933623;0,171473725800079;0,627815092848676;0,200711181351245
8216033;"08216033 Muggensturm";"Muggensturm";"Rastatt";"6170";4715;3094;0,656203605514316;0,204747774480712;0,494165316045381;0,505834683954619;0,93030794165316;0,173905996758509;0,644084278768233;0,182009724473258
